text,meta/source,_input_hash,_task_hash,options/0/id,options/0/text,options/1/id,options/1/text,options/2/id,options/2/text,options/3/id,options/3/text,options/4/id,options/4/text,options/5/id,options/5/text,options/6/id,options/6/text,_view_id,config/choice_style,answer,_timestamp,_annotator_id,_session_id,accept/0
That's my daily food porn itch done for the day.,homework2-DSBA6188-UNCC,1069852267,2050284419,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902885,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"Scoville scale exists for a reason. In all seriousness though, I underestimate how spicy peppers are my self so I can’t really say anything.",homework2-DSBA6188-UNCC,-339543767,1304633536,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902896,2024-03-19_22-06-52,2024-03-19_22-06-52,INDIAN
"I know that's what you're talking about. I was just replying because I wondered those were actually a thing. While we occasionally get some one trying to start one, they literally get no business and don't even last a month. Only one that has survived was because the owner was quick on the ball in realizing no one was buying that shit and changed it into the original style the previous owners had used.",homework2-DSBA6188-UNCC,760503292,-55119606,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902916,2024-03-19_22-06-52,2024-03-19_22-06-52,
I'd start with a teaspoon,homework2-DSBA6188-UNCC,-691732217,116324576,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902918,2024-03-19_22-06-52,2024-03-19_22-06-52,
"It was an Ivy League school, too. Apparently when the school served a hot cereal, they put out jam and brown sugar and cinnamon, etc., and they did the same for grits. Apparently nobody liked grits, *I wonder why*.",homework2-DSBA6188-UNCC,-66242240,-1940236258,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902930,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"I have their set with copper on the bottom, love them. Have had them 10+ years.",homework2-DSBA6188-UNCC,-1083416493,376019143,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902947,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
Sesame oil is amazing. Totally changed my fried rice.,homework2-DSBA6188-UNCC,50832871,502034303,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710902957,2024-03-19_22-06-52,2024-03-19_22-06-52,INDIAN
"Could you expand on that? As far as I know, bananas are developed ovaries of pollinated flowers, meaning that they are indeed fruits.",homework2-DSBA6188-UNCC,-1179375546,388204404,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710902962,2024-03-19_22-06-52,2024-03-19_22-06-52,
Make a meyer lemon shrub! I did this with my home-grown meyer lemons last year. I didn't really like the recipe I used so I don't have a particular one to link to but you can google around. I plan to try again this year when the new batch of lemons ripen (I have a whole bunch of hopeful looking green ones right now). Key is to use high quality vinegar.,homework2-DSBA6188-UNCC,-817007594,-832481322,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903064,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"Just made it last night. I had my wife taste it and went to work on something else, a few minutes later she's still just nibbling away! That fried rice is *really* good. I can't wait to try again.",homework2-DSBA6188-UNCC,222071989,-269323978,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903081,2024-03-19_22-06-52,2024-03-19_22-06-52,CHINESE
"I’m a masterbaker. I masterbake every day, sometimes twice.",homework2-DSBA6188-UNCC,629419622,-928525768,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903084,2024-03-19_22-06-52,2024-03-19_22-06-52,
Punch. Spiked punch. On the table self-serve Control the flow of liquor with a friend bartender Just my two sense,homework2-DSBA6188-UNCC,1788809631,1391661024,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903089,2024-03-19_22-06-52,2024-03-19_22-06-52,
Are you grilling or pan frying the steaks?,homework2-DSBA6188-UNCC,-737715816,-1413397365,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903102,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"This is great. I can hardly wait to try it. I grew up on Cantonese style american Chinese food in New York in the '1950s and in the Early 1960's in Florida. My first unchaperoned date in 1967 we went to a Cantonese restaurant. By the 1980's they were almost all gone. Now in Florida there are a bunch of ""New York Style"" Chinese restaurants that used prepackaged ingredients. The won tons are thicker than Lasagna noodles and are rubbery the food is awful.",homework2-DSBA6188-UNCC,-257889416,1238538620,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903109,2024-03-19_22-06-52,2024-03-19_22-06-52,CHINESE
"The stuff smells god awful, but that goes away once added to something.",homework2-DSBA6188-UNCC,1406764168,1362130359,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903114,2024-03-19_22-06-52,2024-03-19_22-06-52,
And Trix went from spheres to fruit shape and back again.,homework2-DSBA6188-UNCC,358973324,-1752662766,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903130,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"Jeffrey Steingarten called Ketchup the ""American Mother Sauce"". I have to agree.",homework2-DSBA6188-UNCC,-1756168500,-395137987,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903134,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"consider getting an immersion blender if you need a blender, much better for soups, sauces etc",homework2-DSBA6188-UNCC,983684907,1777919394,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903139,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Apple sauce coconut and walnuts arent essential, I would just google any recipe and shred an entire bag of carrots. Enough that the cake part just wets the carrots enough to hold them together. I also double the ginger cinnamon and allspice amf vanilla . Idk how brown sugar and creamcheese would work as an icing, maybe melt the brown sugar w butter and fold it in? From personal exp the icing will be grainy without confectionary sugar.",homework2-DSBA6188-UNCC,-111364187,-1628544710,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903170,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
How an ingredient traditionally used in one ethnic cuisine can blend seamlessly with another from a separate corner of the world. Was throwing some things together and realized I accidentally made Cajun; it was delicious though.,homework2-DSBA6188-UNCC,1979800839,-991627007,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903202,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
That is a great idea. I'll have to try it this summer.,homework2-DSBA6188-UNCC,13938325,-1593333565,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903205,2024-03-19_22-06-52,2024-03-19_22-06-52,
Warning asa will make your kitchen reek like nothing else! But it does make the food taste right like nothing else.,homework2-DSBA6188-UNCC,1154007824,2127771689,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903209,2024-03-19_22-06-52,2024-03-19_22-06-52,
Home freezer freezing won't kill parasites. Sorry. You need to freeze at 0F for at least 72 hours. Most freezers don't go that low - only chest freezers.,homework2-DSBA6188-UNCC,70206709,-2043574678,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903212,2024-03-19_22-06-52,2024-03-19_22-06-52,
Arroz con leche.,homework2-DSBA6188-UNCC,-621634858,-910116367,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903226,2024-03-19_22-06-52,2024-03-19_22-06-52,MEXICAN
"1. I'm pretty sure that the skimming process is to clarify the broth(much like you'd clarify butter). If you don't do this the broth will taste similar, but be a bit oilier and cloudy as a result?",homework2-DSBA6188-UNCC,686911694,1221558009,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903238,2024-03-19_22-06-52,2024-03-19_22-06-52,
"You should try throwing in the onions, garlic, potato, white wine, and the the spices in together. This will extract the max amount of flavor, throw in the sausage and cook it slow.",homework2-DSBA6188-UNCC,-1911179519,-60707189,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903251,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Having only last week unthinkingly rubbed my eyes just after making pickled diced jalapenos, I'll probably never complain about onions again.",homework2-DSBA6188-UNCC,1722784574,-1707277052,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903266,2024-03-19_22-06-52,2024-03-19_22-06-52,
Chicken breast seasoned with garlic powder and salt. Cooked in a pan with lots of oil with a side of salad ( cucumber tomato lettuce with oregano Italian spices pepper and lime juice amd olive oil ) and sweet potatoes,homework2-DSBA6188-UNCC,-1719019927,-1132730320,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903275,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
I would go plain salt pepper rosemary and work on different pan sauces to accompany it. Keep the chicken tasteful juicy and chickeny and leave all the excitement to the sauce,homework2-DSBA6188-UNCC,-1332901906,68408372,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903293,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
Funyuns. The factory's most perfect non-food.,homework2-DSBA6188-UNCC,483415464,-1681242794,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903325,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"TOTALLY agree! It's homemade or it's not! I prefer homemade - but in a pinch i have no problem combining some pre-made things. But i'm not going to call it any form of ""homemade.""",homework2-DSBA6188-UNCC,-1997210561,-1639060232,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903329,2024-03-19_22-06-52,2024-03-19_22-06-52,
Reading all of this has stressed me the f out.,homework2-DSBA6188-UNCC,315403187,-1764381363,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903331,2024-03-19_22-06-52,2024-03-19_22-06-52,
"I would also check out some cooking magazines. ""Taste of Home"" has plenty of articles like ""6 ingredient main dishes"" and the likes. Once you feel comfortable cooking the easy stuff and want to try something more impressive, I would check out Good Housekeeping's ""Step by Step Cookbook"" http://www.amazon.com/Good-Housekeeping-Step-Cookbook-Photographs/dp/1588167607/ref=sr_1_1?ie=UTF8&amp;qid=1396290121&amp;sr=8-1&amp;keywords=good+housekeeping+step+by+step+cookbook It has a ton of recipes that teach you new techniques, which are explained in the instructions. I got mine at Barnes and Nobel for $8. Hope this helps and always remember, it's not burnt it's brown.",homework2-DSBA6188-UNCC,609123187,-1736675244,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903339,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Puff pastry. Caramelised Onion Jam. Fresh Figs. The ripest, strongest blue cheese you can find. Sunflower Seeds. Parma Ham. &amp;#x200B; Rectangle of puff pastry. Spread the cold jam over the top, leaving a lip on all edges. Wash and quarter the figs and layer skin side down in a swirl pattern. Crumble over the blue cheese. Egg wash the edges of the pastry. Preheat oven to its hottest temperature with a thick baking tray inside. Place your tart on a sheet of greaseproof paper. In the oven on the preheated tray and turn to oven down to 200 Celsius. Bake for 20 minutes or so. Rip the ham into large shreds and layer over the tart and allow to render for 1 minute.",homework2-DSBA6188-UNCC,-1509036167,1735614325,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903352,2024-03-19_22-06-52,2024-03-19_22-06-52,FRENCH
Sounds boring at first but boy does it taste good.,homework2-DSBA6188-UNCC,1098616581,-1689305559,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903354,2024-03-19_22-06-52,2024-03-19_22-06-52,
my favorite was the thousand year old egg I was like ... mmm I want some congee right now.,homework2-DSBA6188-UNCC,1296212422,-504876151,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903369,2024-03-19_22-06-52,2024-03-19_22-06-52,CHINESE
Very interesting. Would it be better to do it this way even if the bird fits in my little oven because the temp cant get high enough?,homework2-DSBA6188-UNCC,-2146931908,-2076470845,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903372,2024-03-19_22-06-52,2024-03-19_22-06-52,
"1. There's a lot of people who want this and are actively working towards breaking the code. 2. Indian restaurant workers are assimilating more and more by the year. Culturally, there's much less isolation. It's only a matter of time before one of them writes a blog or a book, or does a series of youtube videos. We've already seen some pretty good youtube clips on British gravies, CTM is very close. Pizzerias used to be run by Italian Americans who were very isolated and who guarded their recipes aggressively, but, eventually, that knowledge got leaked, and, now, we know just about everything there is to know about pizza. Indian restaurant food isn't that far behind. The biggest barrier, by a very very wide margin, is the common misconception that one of these seemingly countless recipes out there actually hits the mark. It's apathy that's holding us back. Bad CTM is a lot like bad pizza- it's still pretty good. The less people that settle, the faster we'll see results.",homework2-DSBA6188-UNCC,-1385261607,-65831343,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903393,2024-03-19_22-06-52,2024-03-19_22-06-52,
Do you peel it or just let the peel go in too?,homework2-DSBA6188-UNCC,1105727332,-1387033613,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903397,2024-03-19_22-06-52,2024-03-19_22-06-52,
I made these as a Christmas treat a few months ago. They are raw pecan halves dipped in semi-sweet chocolate. I dipped them with my thumb and index finger which helps to make the pretty swirl on top.,homework2-DSBA6188-UNCC,-1981819244,1783596980,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903399,2024-03-19_22-06-52,2024-03-19_22-06-52,
"I've done microwaved bacon. I just don't like having to deal with the grease. It depends on how you like your bacon. If I know that chef, he doesn't want it crispy like most Americans like it... I prefer mine that way too. Then there's the whole british bacon vs american bacon, so it's an entirely different beast (depending who you talk to). so... yeah. if I had british 'rashers', i'd prolly do em in the microwave too. I haven't had that cut of meat though. It's just not common here.",homework2-DSBA6188-UNCC,-819399424,-539789346,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903412,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Whoa, just broccoli and water and salt/pepper can be that good? :o Will have to try it out! also, I had totally forgotten that I like lentils! Thank you for the tip, and in particular for the simple recipe! Simple recipes are a big help when I have little motivation to cook. I'll buy myself some lentils and make some batches to have in the freezer - thanks!",homework2-DSBA6188-UNCC,532474253,-1695078398,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903423,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Only if you rush it, low and slow",homework2-DSBA6188-UNCC,-758777031,-1348571542,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903425,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Pineapple CHUNKS, but they do use the juice ... I'll allow it. very solid investigative work, 7/10",homework2-DSBA6188-UNCC,-111471647,-298200466,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903435,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Olive oil generally has a low smoke point, so cooking with it isn't the best idea. Rapeseed is high in omega-6s, but are getting a bad reputation these days. I personally wouldn't touch it.",homework2-DSBA6188-UNCC,-2100531590,-1019784061,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903450,2024-03-19_22-06-52,2024-03-19_22-06-52,CHINESE
Sorry friend. Hopefully things start looking up.,homework2-DSBA6188-UNCC,278584462,-2078718204,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903452,2024-03-19_22-06-52,2024-03-19_22-06-52,
Ah ok. So you portion out into various small sized containers? Then just open one when you need and use what's inside? Am I understanding this right? Thanks.,homework2-DSBA6188-UNCC,-461255866,-391140515,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903455,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Cast-iron stove top grills are available in many shapes and sizes. You can get them with the grill ridges and everything. Even a regular, well-seasoned cast iron pan works fantastically for searing steaks (and oven finishing!) Do some research on how to season cast iron and you absolutely cannot go wrong. Cast iron can be found at any thrift store and is as good if not better than anything else your can buy.",homework2-DSBA6188-UNCC,-1056266777,-762955377,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903459,2024-03-19_22-06-52,2024-03-19_22-06-52,
Whole wheat pasta has a very different consistency but when I tried the cold pan method with normal pasta it was way mushy.,homework2-DSBA6188-UNCC,-173888397,2042743242,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903463,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
"Whelp, I got started about an hour ago, so a bit too late because they definitely got all wonky and weird when I was browning them. Lesson learned the hard way but now I know what to do next time! Thanks!",homework2-DSBA6188-UNCC,2095548540,-477322330,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903466,2024-03-19_22-06-52,2024-03-19_22-06-52,
"Completely agree with Bran_Solo. If I ever did that at work my chef would kick my ass. Not to mention the disrespect from my peers and colleagues, and it would be well deserved with the way this person treats his product. Garbage in garbage out.",homework2-DSBA6188-UNCC,-288459853,-1153186029,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903482,2024-03-19_22-06-52,2024-03-19_22-06-52,
"This is peripheral, but we added both a cooler and a really nice cooler bag to our registry. We realized that we had kind of always taken coolers for granted as something that's just around in an adult house, but someone at some point had to buy it, and they're expensive. We also added some little stuff, like a citrus juicer, silpats, one of those big rectangular prep containers like this and a couple of bench scrapers. Also, someone recently got us a nice ice tub at our shower, and while we didn't ask for it, it's extremely useful if you're the type to host and want something nice to put drinks in.",homework2-DSBA6188-UNCC,1097106520,319090085,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903502,2024-03-19_22-06-52,2024-03-19_22-06-52,
"I was planning pasta with spinach/tomatoes and asparagus, ate too much this afternoon, so I'm going to downscale it to just the asparagus, spinach a poached egg and perhaps a little sprinkle of soft goat's cheese.",homework2-DSBA6188-UNCC,-1407362236,-915518789,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903507,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
Philippines- Adobo,homework2-DSBA6188-UNCC,1029381478,1865558321,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903515,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
"Yes, melted butter",homework2-DSBA6188-UNCC,1495581216,321815541,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903517,2024-03-19_22-06-52,2024-03-19_22-06-52,
They are pretty spot on when made with bisquick,homework2-DSBA6188-UNCC,-154997229,563784485,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903530,2024-03-19_22-06-52,2024-03-19_22-06-52,AMERICAN
Sounds tasty! How could anyone take exception to a good meal like that?,homework2-DSBA6188-UNCC,-516084036,-177144147,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903533,2024-03-19_22-06-52,2024-03-19_22-06-52,
Food poisoning,homework2-DSBA6188-UNCC,-8908335,-19421267,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903535,2024-03-19_22-06-52,2024-03-19_22-06-52,
"I’m with you on the lasagna. My friends always want me to make my special lasagna but it requires a bechamel, three meat ragu, chicken livers, and it’s an entire day of cooking. By the time it’s done I’m too exhausted to enjoy it myself.",homework2-DSBA6188-UNCC,-593442496,-404391252,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,accept,1710903538,2024-03-19_22-06-52,2024-03-19_22-06-52,ITALIAN
Washing chicken is virtually forbidden here in the UK. There have even been TV adverts against doing it. Just follow good hygiene practices and let the oven deal with it. Aerosolising all of that gookie chicken slime ever so slightly unnerves me.,homework2-DSBA6188-UNCC,1049797318,732254523,INDIAN,INDIAN,FRENCH,FRENCH,JAPANESE,JAPANESE,ITALIAN,ITALIAN,MEXICAN,MEXICAN,CHINESE,CHINESE,AMERICAN,AMERICAN,choice,single,reject,1710903543,2024-03-19_22-06-52,2024-03-19_22-06-52,
